,tweet_id,Names,dog_gender,timestamp,date,time,source,text,jpg_url,img_num,favorite_count,retweet_count,dog_count,rating,dog_stage,Breed,Confidence_level,Weekday
3368,751598357617971201,Toby,Male,2016-07-09 02:06:27,2016-07-09 00:00:00,02:06,Twitter for iPhone,This is Toby. A cat got his tongue. 13/10 adorable af https://t.co/fHQrBKYSLC,https://pbs.twimg.com/media/Cm42t5vXEAAv4CS.jpg,1,0,0,1.0,13.0,None,toy_poodle,0.757756,Saturday
3366,751538714308972544,Max,Female,2016-07-08 22:09:27,2016-07-08 00:00:00,22:09,Twitter for iPhone,This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af https://t.co/5eJg69G8vY,https://pbs.twimg.com/media/Cm4AeG8XEAAulD2.jpg,2,5473,1418,1.0,10.0,None,Labrador_retriever,0.516257,Friday
3364,751251247299190784,Gilbert,Male,2016-07-08 03:07:09,2016-07-08 00:00:00,03:07,Twitter for iPhone,This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert https://t.co/wayKZkDRTG,https://pbs.twimg.com/ext_tw_video_thumb/751250895690731520/pu/img/eziHbU1KbgZg-ijN.jpg,1,13601,6564,1.0,10.0,None,Walker_hound,0.178852,Friday
3363,751205363882532864,Dogwithnoname,Female,2016-07-08 00:04:50,2016-07-08 00:00:00,00:04,Twitter for iPhone,"""This photographer took pics of her best friend before and after she told them they were beautiful"" 12/10 https://t.co/510gJW9fsy",https://pbs.twimg.com/media/CmzRRY1WcAEoxwY.jpg,2,6856,2047,1.0,12.0,None,Labrador_retriever,0.947164,Friday
3360,750719632563142656,Meyer,Male,2016-07-06 15:54:42,2016-07-06 00:00:00,15:54,Twitter for iPhone,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t.co/WS6BoApYyL,https://pbs.twimg.com/media/CmsXg9AWgAAs6Ui.jpg,1,14416,5639,1.0,12.0,None,Pembroke,0.972587,Wednesday
3388,754747087846248448,Keith,Male,2016-07-17 18:38:22,2016-07-17 00:00:00,18:38,Twitter for iPhone,This is Keith. He's pursuing a more 2D lifestyle. Idiosyncratic af. 12/10 follow your dreams Keith https://t.co/G9ufksBMlU,https://pbs.twimg.com/media/CnlmeL3WgAA4c84.jpg,1,2811,585,1.0,12.0,None,NaN,0.0,Sunday
3326,747933425676525569,Dogwithnoname,Unknown,2016-06-28 23:23:19,2016-06-28 00:00:00,23:23,Twitter for iPhone,Pls don't send more sherks. I don't care how seemingly floofy they are. It does me so much frighten. Thank u. 11/10 https://t.co/oQqlOsla4R,https://pbs.twimg.com/media/CmExV2qWkAAn_pN.jpg,1,0,0,1.0,11.0,None,Samoyed,0.998201,Tuesday
3324,747844099428986880,Huxley,Male,2016-06-28 17:28:22,2016-06-28 00:00:00,17:28,Twitter for iPhone,This is Huxley. He's pumped for #BarkWeek. Even has a hat. Ears are quite magical. 11/10 would remove hat to pat https://t.co/V7h5NMYbYz,https://pbs.twimg.com/media/CmDgPTsWEAIi2T1.jpg,1,3042,835,1.0,11.0,None,Pembroke,0.360428,Tuesday
3291,743545585370791937,Bentley,Unknown,2016-06-16 20:47:36,2016-06-16 00:00:00,20:47,Twitter for iPhone,Say hello to Bentley and Millie. They do everything together. Besties forever. Both 11/10 https://t.co/vU3tKr4vTn,https://pbs.twimg.com/media/ClGawiUWAAAgs0w.jpg,2,0,0,1.0,11.0,None,standard_poodle,0.0605835,Thursday
3290,743510151680958465,Beya,Female,2016-06-16 18:26:48,2016-06-16 00:00:00,18:26,Twitter Web Client,"This is Beya. She doesn't want to swim, so she's not going to. 13/10 nonconforming af (vid by @HappyTailsResor) https://t.co/qGeVjHSUKH",https://pbs.twimg.com/ext_tw_video_thumb/743509040018268160/pu/img/Ol2OgO5f8ciUp80r.jpg,1,0,0,1.0,13.0,None,NaN,0.0,Thursday
3287,743210557239623680,Kayla,Unknown,2016-06-15 22:36:19,2016-06-15 00:00:00,22:36,Twitter for iPhone,"Meet Kayla, an underground poker legend. Players lose on purpose hoping she'll let them pet her. 10/10 strategic af https://t.co/EkLku795aO",https://pbs.twimg.com/media/ClBqDuDWkAALK2e.jpg,1,4147,1521,1.0,10.0,None,golden_retriever,0.930705,Wednesday
3286,742528092657332225,Maxaroni,Male,2016-06-14 01:24:27,2016-06-14 00:00:00,01:24,Twitter for iPhone,This is Maxaroni. He's pumped as hell for the summer. Been working on his beach bod for so long. 10/10 https://t.co/UHvjxm9B0O,https://pbs.twimg.com/media/Ck39W0JWUAApgnH.jpg,2,0,0,1.0,10.0,None,NaN,0.0,Tuesday
3284,742423170473463808,Bell,Female,2016-06-13 18:27:32,2016-06-13 00:00:00,18:27,Twitter for iPhone,This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b,https://pbs.twimg.com/media/Ck2d7tJWUAEPTL3.jpg,1,10664,4243,1.0,12.0,None,pug,0.99731,Monday
3283,742385895052087300,Phil,Male,2016-06-13 15:59:24,2016-06-13 00:00:00,15:59,Twitter for iPhone,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil https://t.co/ULdPY6CLpq,https://pbs.twimg.com/media/Ck18CFcXIAAUWoy.jpg,1,0,0,1.0,11.0,None,Cardigan,0.566911,Monday
3282,742161199639494656,Doug,Male,2016-06-13 01:06:33,2016-06-13 00:00:00,01:06,Twitter for iPhone,This is Doug. He's trying to float away. 12/10 you got this Doug https://t.co/bZaHC3lvTL,https://pbs.twimg.com/media/CkyvqnNWYAQxQY1.jpg,1,4690,1526,1.0,12.0,None,NaN,0.0,Monday
3280,741793263812808706,Dogwithnoname,Unknown,2016-06-12 00:44:30,2016-06-12 00:00:00,00:44,Twitter for iPhone,When your crush won't pay attention to you. Both 10/10 tragic af https://t.co/d3LELGVlqu,https://pbs.twimg.com/media/CkthBj7WgAAsIGb.jpg,1,0,0,1.0,10.0,None,kuvasz,0.311325,Sunday
3278,741438259667034112,Tucker,Male,2016-06-11 01:13:51,2016-06-11 00:00:00,01:13,Twitter for iPhone,This is Tucker. He's still figuring out couches. 9/10 keep your head up pup https://t.co/pXU77HPbJ5,https://pbs.twimg.com/media/CkoeKTPWYAAcWmo.jpg,1,3967,928,1.0,9.0,None,Chesapeake_Bay_retriever,0.292675,Saturday
3277,741303864243200000,Theodore,Male,2016-06-10 16:19:48,2016-06-10 00:00:00,16:19,Twitter for iPhone,This is Theodore. He just saw an adult wearing crocs. Did him a frighten. Lost other ear back in nam. 12/10 hero af https://t.co/O4iw9NlLaQ,https://pbs.twimg.com/media/Ckmj7mNWYAA4NzZ.jpg,1,9498,3589,1.0,12.0,None,Chihuahua,0.768156,Friday
3275,740995100998766593,Leo,Male,2016-06-09 19:52:53,2016-06-09 00:00:00,19:52,Twitter for iPhone,This is Leo. He's a vape god. Blows o's for days. Probably drives a Subaru. Definitely owns multiple fedoras. 10/10 https://t.co/nt2x3fHaRJ,https://pbs.twimg.com/media/CkiLHCjUUAAPwUr.jpg,1,0,0,1.0,10.0,None,malamute,0.454363,Thursday
3274,740711788199743490,Dogwithnoname,Unknown,2016-06-09 01:07:06,2016-06-09 00:00:00,01:07,Twitter for iPhone,Here we are witnessing the touchdown of a pupnado. It's not funny it's actually very deadly. 9/10 might still pet https://t.co/CmLoKMbOHv,https://pbs.twimg.com/media/CkeJcNkXEAAcrks.jpg,1,0,0,1.0,9.0,None,toy_poodle,0.388277,Thursday
3273,740699697422163968,Chip,Male,2016-06-09 00:19:04,2016-06-09 00:00:00,00:19,Twitter for iPhone,This is Chip. He only mowed half the yard. 8/10 quit the shit Chip we have other things to do https://t.co/LjzZKQ7vmK,https://pbs.twimg.com/media/Ckd-bqVUkAIiyM7.jpg,1,3064,868,1.0,8.0,None,NaN,0.0,Thursday
3271,740373189193256964,Dogwithnoname,Female,2016-06-08 02:41:38,2016-06-08 00:00:00,02:41,Twitter for iPhone,"After so many requests, this is Bretagne. She was the last surviving 9/11 search dog, and our second ever 14/10. RIP https://t.co/XAVDNDaVgQ",https://pbs.twimg.com/media/CkZVdJ6WYAAXZ5A.jpg,3,0,0,1.0,14.0,None,golden_retriever,0.807644,Wednesday
3270,740365076218183684,Dogwithnoname,Unknown,2016-06-08 02:09:24,2016-06-08 00:00:00,02:09,Twitter for iPhone,When the photographer forgets to tell you where to look... 10/10 https://t.co/u1GHWxhC85,https://pbs.twimg.com/media/CkZOGhJWsAAHvPv.jpg,1,0,0,1.0,10.0,None,NaN,0.0,Wednesday
3269,740359016048689152,Chase,Male,2016-06-08 01:45:19,2016-06-08 00:00:00,01:45,Twitter for iPhone,This is Chase. He's in a predicament. 9/10 help is on the way buddy https://t.co/0HmBk5sSbW,https://pbs.twimg.com/media/CkZImGVUoAAwv0b.jpg,1,3566,947,1.0,9.0,None,golden_retriever,0.863687,Wednesday
3268,740214038584557568,Dogwithnoname,Unknown,2016-06-07 16:09:13,2016-06-07 00:00:00,16:09,Twitter for iPhone,This is getting incredibly frustrating. This is a Mexican Golden Beaver. We only rate dogs. Only send dogs ...10/10 https://t.co/0yolOOyD3X,https://pbs.twimg.com/media/CkXEu2OUoAAs8yU.jpg,1,7215,2183,1.0,10.0,None,Chesapeake_Bay_retriever,0.586414,Tuesday
3267,739979191639244800,Nollie,Female,2016-06-07 00:36:02,2016-06-07 00:00:00,00:36,Twitter for iPhone,This is Nollie. She's waving at you. If you don't wave back you're a monster. She's also portable as hell. 12/10 https://t.co/7AKdkCOlMf,https://pbs.twimg.com/media/CkTvJTdXAAAEfbT.jpg,1,21570,6575,1.0,12.0,None,Irish_water_spaniel,0.2858,Tuesday
3266,739932936087216128,Rorie,Female,2016-06-06 21:32:13,2016-06-06 00:00:00,21:32,Twitter for iPhone,Say hello to Rorie. She's zen af. Just enjoying a treat in the sunlight. 10/10 would immediately trade lives with https://t.co/yctnFptdQ1,https://pbs.twimg.com/media/CkTFEe-W0AA90m1.jpg,1,4386,1196,1.0,10.0,None,redbone,0.243904,Monday
3265,739844404073074688,Simba,Male,2016-06-06 15:40:26,2016-06-06 00:00:00,15:40,Twitter for iPhone,This is Simba. He's the grand prize. The trophy is just for participation. 12/10 would pet so damn well https://t.co/4qiuC0lXq5,https://pbs.twimg.com/media/CkR0jrhWYAALL5N.jpg,1,4084,943,1.0,12.0,None,toy_poodle,0.342397,Monday
3292,743595368194129920,Harold,Male,2016-06-17 00:05:25,2016-06-17 00:00:00,00:05,Twitter for iPhone,This is Harold. He looks slippery af. Probably difficult to hug. Would still try tho. 7/10 great with kids I bet https://t.co/EVuqdEO66N,https://pbs.twimg.com/media/ClHICHmXEAI_1PS.jpg,1,19978,7309,1.0,7.0,None,NaN,0.0,Friday
3293,743609206067040256,Stark,Male,2016-06-17 01:00:24,2016-06-17 00:00:00,01:00,Twitter for iPhone,Meet Stark. He just had his first ice cream cone. Got some on his nose. Requests your assistance. 10/10 would assist https://t.co/YwfN1lbpKA,https://pbs.twimg.com/media/ClHUkhQWAAAy7Yj.jpg,3,4853,1532,1.0,10.0,None,Weimaraner,0.982794,Friday
3294,743895849529389061,Dogwithnoname,Unknown,2016-06-17 19:59:26,2016-06-17 00:00:00,19:59,Twitter for iPhone,When you're given AUX cord privileges from the back seat and accidentally start blasting an audiobook... both 10/10 https://t.co/gCCrY8P0K9,https://pbs.twimg.com/media/ClLZU8LWQAAsOxV.jpg,1,0,0,1.0,10.0,None,dalmatian,0.562315,Friday
3295,743980027717509120,Geno,Male,2016-06-18 01:33:55,2016-06-18 00:00:00,01:33,Twitter for iPhone,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face https://t.co/Kxda28JmQ2,https://pbs.twimg.com/media/ClMl4VLUYAA5qBb.jpg,1,4493,1213,1.0,11.0,None,bull_mastiff,0.97573,Saturday
3323,747816857231626240,Dogwithnoname,Unknown,2016-06-28 15:40:07,2016-06-28 00:00:00,15:40,Twitter for iPhone,Viewer discretion is advised. This is a terrible attack in progress. Not even in water (tragic af). 4/10 bad sherk https://t.co/L3U0j14N5R,https://pbs.twimg.com/media/CmDHdCoWkAACTB4.jpg,1,5273,1297,1.0,4.0,None,Pembroke,0.768923,Tuesday
3322,747600769478692864,Bookstore,Unknown,2016-06-28 01:21:27,2016-06-28 00:00:00,01:21,Twitter for iPhone,This is Bookstore and Seaweed. Bookstore is tired and Seaweed is an asshole. 10/10 and 7/10 respectively https://t.co/eUGjGjjFVJ,https://pbs.twimg.com/media/CmAC7ehXEAAqSuW.jpg,1,2520,610,4.0,4.25,None,Chesapeake_Bay_retriever,0.804363,Tuesday
3321,747594051852075008,Dogwithnoname,Unknown,2016-06-28 00:54:46,2016-06-28 00:00:00,00:54,Twitter for iPhone,Again w the sharks guys. This week is about dogs ACTING or DRESSING like sharks. NOT actual sharks. Thank u ...11/10 https://t.co/Ie2mWXWjpr,https://pbs.twimg.com/media/Cl_80k5WkAEbo9m.jpg,1,3999,1189,1.0,11.0,None,basenji,0.389136,Tuesday
3320,747512671126323200,Dogwithnoname,Unknown,2016-06-27 19:31:23,2016-06-27 00:00:00,19:31,Twitter for iPhone,Guys pls stop sending actual sharks. It's too dangerous for me and the people taking the photos. Thank you ...10/10 https://t.co/12lICZN2SP,https://pbs.twimg.com/media/Cl-yykwWkAAqUCE.jpg,1,6025,1771,1.0,10.0,None,Cardigan,0.111493,Monday
3319,747461612269887489,Dogwithnoname,Unknown,2016-06-27 16:08:30,2016-06-27 00:00:00,16:08,Twitter for iPhone,Never seen a shark hold another shark like this before. Must be evolving. Both 10/10 please only send dogs though https://t.co/x4IUNKV79Y,https://pbs.twimg.com/media/Cl-EXHSWkAE2IN2.jpg,1,0,0,1.0,10.0,None,NaN,0.0,Monday
3318,747219827526344708,Atticus,Male,2016-06-27 00:07:44,2016-06-27 00:00:00,00:07,Twitter for iPhone,This is Atticus. He's remaining calm but his costume looks terrified. 11/10 https://t.co/uT7QeZI34U,https://pbs.twimg.com/media/Cl6odlVWQAIy5uk.jpg,2,0,0,1.0,11.0,None,Shetland_sheepdog,0.548018,Monday
3317,747204161125646336,Clark,Male,2016-06-26 23:05:29,2016-06-26 00:00:00,23:05,Twitter for iPhone,This is Clark. He's deadly af. Clearly part shark (see pic 2). 10/10 would totally still try to pet https://t.co/dmdEBOEctC,https://pbs.twimg.com/media/Cl6aOBhWEAALuti.jpg,2,3674,1024,1.0,10.0,None,NaN,0.0,Sunday
3316,747103485104099331,Dogwithnoname,Unknown,2016-06-26 16:25:26,2016-06-26 00:00:00,16:25,Twitter for iPhone,"Guys... I said DOGS with ""shark qualities"" or ""costumes."" Not actual sharks. This did me a real frighten ...11/10 https://t.co/DX1JUHJVN7",https://pbs.twimg.com/media/Cl4-pevXEAAb8VW.jpg,1,0,0,1.0,11.0,None,Labrador_retriever,0.991954,Sunday
3315,746906459439529985,Dogwithnoname,Unknown,2016-06-26 03:22:31,2016-06-26 00:00:00,03:22,Twitter for iPhone,"PUPDATE: can't see any. Even if I could, I couldn't reach them to pet. 0/10 much disappointment https://t.co/c7WXaB2nqX",https://pbs.twimg.com/media/Cl2LdofXEAATl7x.jpg,1,0,0,1.0,0.0,None,NaN,0.0,Sunday
3314,746872823977771008,Dogwithnoname,Unknown,2016-06-26 01:08:52,2016-06-26 00:00:00,01:08,Twitter for iPhone,This is a carrot. We only rate dogs. Please only send in dogs. You all really should know this by now ...11/10 https://t.co/9e48aPrBm2,https://pbs.twimg.com/media/Cl1s1p7WMAA44Vk.jpg,1,6493,2395,1.0,11.0,None,Pembroke,0.540201,Sunday
3313,746818907684614144,Dogwithnoname,Unknown,2016-06-25 21:34:37,2016-06-25 00:00:00,21:34,Twitter for iPhone,"Guys... Dog Jesus 2.0
13/10 buoyant af https://t.co/CuNA7OwfKQ",https://pbs.twimg.com/media/Cl071YVWEAAlF7N.jpg,1,5731,1917,1.0,13.0,None,Ibizan_hound,0.101537,Saturday
3312,746790600704425984,Dogwithnoname,Unknown,2016-06-25 19:42:08,2016-06-25 00:00:00,19:42,Twitter for iPhone,When you just can't resist... 10/10 topnotch tongue https://t.co/jeWEGUgbXf,https://pbs.twimg.com/media/Cl0iFdeXEAQtPyT.jpg,3,5283,1785,1.0,10.0,None,Boston_bull,0.936183,Saturday
3311,746726898085036033,Abby,Female,2016-06-25 15:29:00,2016-06-25 00:00:00,15:29,Twitter for iPhone,Meet Abby. She's incredibly distracting. Just wants to help steer. Hazardous af. Still 12/10 would pet while driving https://t.co/gLbLiZtwsp,https://pbs.twimg.com/media/ClzoJz7WYAELHSf.jpg,1,0,0,1.0,12.0,None,golden_retriever,0.256505,Saturday
3325,747885874273214464,Dogwithnoname,Unknown,2016-06-28 20:14:22,2016-06-28 00:00:00,20:14,Twitter for iPhone,This is a mighty rare blue-tailed hammer sherk. Human almost lost a limb trying to take these. Be careful guys. 8/10 https://t.co/TGenMeXreW,https://pbs.twimg.com/media/CmEGMSvUYAAl3ZM.jpg,1,3199,1103,1.0,8.0,None,kuvasz,0.40845,Tuesday
3310,746507379341139972,Shiloh,Female,2016-06-25 00:56:43,2016-06-25 00:00:00,00:56,Twitter for iPhone,This is Shiloh. She did not pass the soft mouth egg test. 10/10 would absolutely still pet https://t.co/PlR6hjqvr5,https://pbs.twimg.com/media/Clwgf4bWgAAB15c.jpg,1,0,0,1.0,10.0,None,toy_poodle,0.508292,Saturday
3308,746131877086527488,Gustav,Male,2016-06-24 00:04:36,2016-06-24 00:00:00,00:04,Twitter for iPhone,This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away https://t.co/uRI7HBgGJX,https://pbs.twimg.com/media/ClrK-rGWAAENcAa.jpg,1,7460,2458,1.0,10.0,None,chow,0.575637,Friday
3307,746056683365994496,Arlen,Unknown,2016-06-23 19:05:49,2016-06-23 00:00:00,19:05,Twitter for iPhone,This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers https://t.co/VJgbgIzIHx,https://pbs.twimg.com/media/ClqGl7fXIAA8nDe.jpg,1,3846,917,1.0,11.0,None,Shetland_sheepdog,0.43332,Thursday
3306,745789745784041472,Gus,Male,2016-06-23 01:25:06,2016-06-23 00:00:00,01:25,Twitter for iPhone,This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need https://t.co/3wc246LOtu,https://pbs.twimg.com/media/ClmT0KHWkAAXbhy.jpg,1,4369,1188,1.0,10.0,None,Pekinese,0.984267,Thursday
3305,745712589599014916,Percy,Male,2016-06-22 20:18:30,2016-06-22 00:00:00,20:18,Twitter for iPhone,This is Percy. He fell asleep at the wheel. Irresponsible af. 7/10 absolute menace on the roadway https://t.co/QHbvtvaw8E,https://pbs.twimg.com/media/CllNnkWWMAEDIAR.jpg,1,0,0,1.0,7.0,None,chow,0.0627545,Wednesday
3303,745422732645535745,Dogwithnoname,Unknown,2016-06-22 01:06:43,2016-06-22 00:00:00,01:06,Twitter for iPhone,We only rate dogs. Pls stop sending in non-canines like this Jamaican Flop Seal. This is very very frustrating. 9/10 https://t.co/nc53zEN0hZ,https://pbs.twimg.com/media/ClhGBCAWIAAFCsz.jpg,1,0,0,1.0,9.0,None,Labrador_retriever,0.6638,Wednesday
3302,745314880350101504,Sugar,Female,2016-06-21 17:58:09,2016-06-21 00:00:00,17:58,Twitter for iPhone,This is Sugar. She excels underwater. 12/10 photogenic af https://t.co/AWMeXJJz64,https://pbs.twimg.com/media/Clfj6RYWMAAFAOW.jpg,2,7745,3082,1.0,12.0,None,NaN,0.0,Tuesday
3301,745057283344719872,Oliver,Male,2016-06-21 00:54:33,2016-06-21 00:00:00,00:54,Twitter for iPhone,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom https://t.co/BkgU3rrsXA,https://pbs.twimg.com/media/Clb5pLJWMAE-QS1.jpg,2,7830,2550,1.0,12.0,None,Shetland_sheepdog,0.963985,Tuesday
3299,744971049620602880,Indie,Unknown,2016-06-20 19:11:53,2016-06-20 00:00:00,19:11,Twitter for iPhone,Say hello to Indie and Jupiter. They're having a stellar day out on the boat. Both 12/10 adorbz af https://t.co/KgSEkrPA3r,https://pbs.twimg.com/media/ClarNU8VAAEDrDt.jpg,1,8522,2989,1.0,12.0,None,toy_poodle,0.497755,Monday
3298,744709971296780288,Harvey,Male,2016-06-20 01:54:27,2016-06-20 00:00:00,01:54,Twitter for iPhone,This is Harvey. He's stealthy af. 10/10 would do my best to pet https://t.co/zAzaRT6NnT,https://pbs.twimg.com/media/ClW9w7mWEAEFN1k.jpg,1,6054,1732,1.0,10.0,None,Shetland_sheepdog,0.234431,Monday
3297,744334592493166593,Blanket,Female,2016-06-19 01:02:50,2016-06-19 00:00:00,01:02,Twitter for iPhone,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy https://t.co/hrJugNHs2Z,https://pbs.twimg.com/media/ClRoXGwWIAEVVzc.jpg,1,0,0,1.0,11.0,None,Samoyed,0.960543,Sunday
3309,746369468511756288,Dogwithnoname,Unknown,2016-06-24 15:48:42,2016-06-24 00:00:00,15:48,Twitter for iPhone,This is an Iraqi Speed Kangaroo. It is not a dog. Please only send in dogs. I'm very angry with all of you ...9/10 https://t.co/5qpBTTpgUt,https://pbs.twimg.com/media/ClujESVXEAA4uH8.jpg,1,6550,1832,1.0,9.0,None,German_shepherd,0.622957,Friday
3389,754856583969079297,Winnie,Female,2016-07-18 01:53:28,2016-07-18 00:00:00,01:53,Twitter for iPhone,This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear https://t.co/FyHrk20gUR,https://pbs.twimg.com/media/CnnKCKNWgAAcOB8.jpg,2,0,0,1.0,11.0,None,golden_retriever,0.872385,Monday
3390,754874841593970688,Dogwithnoname,Male,2016-07-18 03:06:01,2016-07-18 00:00:00,03:06,Twitter for iPhone,RT @dog_rates: This is Rubio. He has too much skin. 11/10 https://t.co/NLOHmlENag,https://pbs.twimg.com/media/CWza7kpWcAAdYLc.jpg,1,0,9022,1.0,11.0,None,pug,0.272205,Monday
3391,755110668769038337,Watson,Male,2016-07-18 18:43:07,2016-07-18 00:00:00,18:43,Twitter for iPhone,This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki) https://t.co/goX3jewkYN,https://pbs.twimg.com/ext_tw_video_thumb/755110610942169088/pu/img/3-INz45pSRMkzOEF.jpg,1,0,0,1.0,13.0,None,Labrador_retriever,0.708974,Monday
3481,770069151037685760,Carbon,Male,2016-08-29 01:22:47,2016-08-29 00:00:00,01:22,Twitter for iPhone,Say hello to Carbon. This is his first time swimming. He's having a h*ckin blast. 10/10 we should all be this happy https://t.co/mADHGenzFS,https://pbs.twimg.com/media/Cq_Vy9KWcAIUIuv.jpg,1,8280,2602,1.0,10.0,None,Boston_bull,0.414965,Monday
3480,769940425801170949,Klein,Male,2016-08-28 16:51:16,2016-08-28 00:00:00,16:51,Twitter for iPhone,This is Klein. These pics were taken a month apart. He knows he's a stud now. 12/10 total heartthrob https://t.co/guDkLrX8zV,https://pbs.twimg.com/media/Cq9guJ5WgAADfpF.jpg,1,0,0,1.0,12.0,None,miniature_pinscher,0.796313,Sunday
3479,769695466921623552,Titan,Male,2016-08-28 00:37:54,2016-08-28 00:00:00,00:37,Twitter for iPhone,This is Titan. He's trying to make friends. Offering up his favorite stick. 13/10 philanthropic af https://t.co/vhrkz0dK4v,https://pbs.twimg.com/media/Cq6B8V6XYAA1T1R.jpg,1,7011,1889,1.0,13.0,None,pug,0.407117,Sunday
3478,769212283578875904,DonDon,Male,2016-08-26 16:37:54,2016-08-26 00:00:00,16:37,Twitter for iPhone,This is DonDon. He's way up but doesn't feel blessed. Rather uncomfortable actually. 12/10 I'll save you DonDon https://t.co/OCYLz3fjVE,https://pbs.twimg.com/media/CqzKfQgXEAAWIY-.jpg,1,5909,1931,1.0,12.0,None,golden_retriever,0.166538,Friday
3477,768970937022709760,Kirby,Male,2016-08-26 00:38:52,2016-08-26 00:00:00,00:38,Twitter Web Client,This is Kirby. His bowl weighs more than him. 12/10 would assist https://t.co/UlB2mzw3Xs,https://pbs.twimg.com/ext_tw_video_thumb/768967618174877700/pu/img/4wfsrs0ZnQ5pstXm.jpg,1,15800,7403,1.0,12.0,None,Pomeranian,0.182358,Friday
3476,768855141948723200,Jesse,Male,2016-08-25 16:58:45,2016-08-25 00:00:00,16:58,Twitter for iPhone,This is Jesse. He really wants a belly rub. Will be as cute as possible to achieve that goal. 11/10 https://t.co/1BxxcdVNJ8,https://pbs.twimg.com/media/CquFrCKWAAAr32m.jpg,1,4597,1017,1.0,11.0,None,chow,0.720219,Thursday
3475,768609597686943744,Lou,Male,2016-08-25 00:43:02,2016-08-25 00:00:00,00:43,Twitter for iPhone,This is Lou. His sweater is too small and he already cut the tags off. Very very churlish. 10/10 would still pet https://t.co/dZPMLresEr,https://pbs.twimg.com/media/CqqmWa7WcAAIM-n.jpg,1,4519,1363,1.0,10.0,None,basenji,0.183283,Thursday
3474,768596291618299904,Oakley,Unknown,2016-08-24 23:50:10,2016-08-24 00:00:00,23:50,Twitter for iPhone,Say hello to Oakley and Charlie. They're convinced that they each have their own stick. Nobody tell them. Both 12/10 https://t.co/J2AJdyxglH,https://pbs.twimg.com/media/CqqaPjqWIAAOyNL.jpg,1,5515,1444,1.0,12.0,None,Great_Pyrenees,0.729745,Wednesday
3473,768473857036525572,Chevy,Male,2016-08-24 15:43:39,2016-08-24 00:00:00,15:43,Twitter for iPhone,Meet Chevy. He had a late breakfast and now has to choose between a late lunch or an early dinner. 11/10 very pupset https://t.co/goy9053wC7,https://pbs.twimg.com/media/Cqoq5PGWAAA-U8T.jpg,1,0,0,1.0,11.0,None,Labrador_retriever,0.73917,Wednesday
3471,767884188863397888,Tito,Male,2016-08-23 00:40:31,2016-08-23 00:00:00,00:40,Twitter for iPhone,This is Tito. He's on the lookout. Nobody knows for what. 10/10 https://t.co/Qai481H6RA,https://pbs.twimg.com/media/CqgSl4DWcAA-x-o.jpg,3,5215,1594,1.0,10.0,None,NaN,0.0,Tuesday
3470,767754930266464257,Philbert,Male,2016-08-22 16:06:54,2016-08-22 00:00:00,16:06,Twitter for iPhone,This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb68IsVb9O,https://pbs.twimg.com/media/CqedCQWWgAIab9L.jpg,1,0,0,1.0,11.0,None,vizsla,0.307794,Monday
3469,767500508068192258,Louie,Male,2016-08-21 23:15:55,2016-08-21 00:00:00,23:15,Twitter for iPhone,This is Louie. He's making quite a h*ckin mess. Doesn't seem to care. 12/10 jubilant af https://t.co/Z2g2YWPzX2,https://pbs.twimg.com/media/Cqa1ofnXEAAG0yn.jpg,1,0,0,1.0,12.0,None,chow,0.483228,Sunday
3467,767122157629476866,Rupert,Male,2016-08-20 22:12:29,2016-08-20 00:00:00,22:12,Twitter for iPhone,This is Rupert. You betrayed him with bath time but he forgives you. Cuddly af 13/10 https://t.co/IEARC2sRzC,https://pbs.twimg.com/media/CqVdiBJWIAEDZB4.jpg,2,0,0,1.0,13.0,None,toy_poodle,0.873841,Saturday
3466,766793450729734144,Rufus,Male,2016-08-20 00:26:19,2016-08-20 00:00:00,00:26,Twitter for iPhone,This is Rufus. He just missed out on the 100m final at Rio. Already training hard for Tokyo. 10/10 never give pup https://t.co/exrRjjJqeO,https://pbs.twimg.com/media/CqQykxrWYAAlD8g.jpg,1,5568,1540,1.0,10.0,None,beagle,0.451697,Saturday
