,tweet_id,Names,dog_gender,date,time,source,text,jpg_url,img_num,favorite_count,retweet_count,rating_numerator,rating_denominator,dog_stage,Breed,Confidence_level
3730,8.10284E+17,Phil,Male,12/18/2016,0:43,Twitter for iPhone,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,1,39207,13162,13,10,None,malamute,0.620768
3475,7.6861E+17,Lou,Male,8/25/2016,0:43,Twitter for iPhone,This is Lou. His sweater is too small and he already cut the tags off. Very very churlish. 10/10 would still pet https://t.co/dZPMLresEr,https://pbs.twimg.com/media/CqqmWa7WcAAIM-n.jpg,1,4532,1368,10,10,None,basenji,0.183283
3395,7.56289E+17,Dogwithnoname,Male,7/22/2016,0:43,Twitter for iPhone,Here's a heartwarming scene of a single father raising his two pups. Downright awe-inspiring af. 12/10 for everyone https://t.co/hfddJ0OiNR,https://pbs.twimg.com/media/Cn7gaHrWIAAZJMt.jpg,3,28192,14838,12,10,None,French_bulldog,0.0324922
3378,7.53027E+17,Tayzie,Female,7/13/2016,0:43,Twitter for iPhone,Say hello to Tayzie. She's a Barbadian Bugaboop. Seems quite social. A rare quality for a Bugaboop. 10/10 petable af https://t.co/6qF5YZx6OV,https://pbs.twimg.com/media/CnNKCKKWEAASCMI.jpg,3,4237,1100,10,10,None,Pembroke,0.868511
3342,7.49403E+17,Dogwithnoname,Unknown,7/3/2016,0:43,Twitter for iPhone,Duuun dun... duuun dun... dunn  dun. dunn dun. dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun. 10/10 https://t.co/9qdJ2Q1Cwx,https://pbs.twimg.com/media/CmZqIslWIAQFiqe.jpg,1,0,0,10,10,None,Chesapeake_Bay_retriever,0.694541
3218,7.30197E+17,Charles,Male,5/11/2016,0:43,Twitter for iPhone,This is Charles. He's camera shy. Tail longer than average. Doesn't look overwhelmingly fluffy. 6/10 would still pet https://t.co/rXvcElhoog,https://pbs.twimg.com/media/CiIuBwCUgAAAGbz.jpg,1,5285,2144,6,10,None,NaN,0
3197,7.26935E+17,Sprout,Male,5/2/2016,0:43,Twitter for iPhone,This is Sprout. He's just precious af. 12/10 I'd do anything for Sprout https://t.co/DxlX1yTVYY,https://pbs.twimg.com/media/ChaXmuAXEAE66KP.jpg,2,0,0,12,10,None,toy_poodle,0.083749
3129,7.14252E+17,Thumas,Male,3/28/2016,0:43,Twitter for iPhone,This is Thumas. He hates potted plants. 8/10 wtf Thumas https://t.co/rDVueNIcEi,https://pbs.twimg.com/media/CemIBt4WwAQqhVV.jpg,2,0,0,8,10,None,soft-coated_wheaten_terrier,0.751962
2288,6.7004E+17,Dogwithnoname,Unknown,11/27/2015,0:43,Twitter for iPhone,😂😂😂 10/10 for the dog and the owner https://t.co/5iYF0Ci0EK,https://pbs.twimg.com/media/CUx2F6lVEAAvFev.jpg,1,793,117,10,10,None,borzoi,0.0266596
3280,7.41793E+17,Dogwithnoname,Unknown,6/12/2016,0:44,Twitter for iPhone,When your crush won't pay attention to you. Both 10/10 tragic af https://t.co/d3LELGVlqu,https://pbs.twimg.com/media/CkthBj7WgAAsIGb.jpg,1,0,0,10,10,None,kuvasz,0.311325
4620,6.75114E+17,Zuzu,Male,12/11/2015,0:44,Twitter for iPhone,Meet Zuzu. He just graduated college. Astute pupper. Needs 2 leashes to contain him. Wasn't ready for the pic. 10/10 https://t.co/2H5SKmk0k7,https://pbs.twimg.com/media/CV58a4nXAAApywo.jpg,1,2088,864,10,10,pupper,NaN,0
8235,8.78776E+17,Snoopy,Male,6/25/2017,0:45,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,0,0,13,10,puppo,Italian_greyhound,0.734684
3607,7.89629E+17,Eli,Male,10/22/2016,0:45,Twitter for iPhone,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,1,0,0,13,10,None,chow,0.260702
2667,6.79463E+17,Hurley,Male,12/23/2015,0:45,Twitter for iPhone,Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV,https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg,1,34470,21019,11,10,None,toy_poodle,0.62178
6179,8.82763E+17,Gus,Male,7/6/2017,0:46,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,28653,5041,12,10,pupper,Labrador_retriever,0.85005
4023,8.62831E+17,Zooey,Female,5/12/2017,0:46,Twitter for iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,19839,5377,13,10,None,Australian_terrier,0.207281
7706,7.80932E+17,Dogwithnoname,Unknown,9/28/2016,0:46,Twitter for iPhone,I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5dUYOu4b8d,https://pbs.twimg.com/media/CtZtJxAXEAAyPGd.jpg,1,23923,8406,13,10,puppo,NaN,0
3398,7.56652E+17,Gert,Male,7/23/2016,0:46,Twitter for iPhone,This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well https://t.co/l0Iwj6rLFW,https://pbs.twimg.com/media/CoAqwPTW8AAiJlz.jpg,1,5552,1492,11,10,None,Pembroke,0.294808
3175,7.20775E+17,Berkeley,Male,4/15/2016,0:46,Twitter for iPhone,This is Berkeley. He's in a predicament. 10/10 someone help him https://t.co/XSEXdQupej,https://pbs.twimg.com/media/CgC1WqMW4AI1_N0.jpg,1,2675,749,10,10,None,Newfoundland,0.48997
2181,6.67867E+17,Shaggy,Male,11/21/2015,0:46,Twitter for iPhone,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1,3133,1095,10,10,None,NaN,0
2051,8.87474E+17,Canela,Female,7/19/2017,0:47,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,0,0,13,10,None,Pembroke,0.809197
2750,6.8345E+17,Dogwithnoname,Unknown,1/3/2016,0:47,Twitter for iPhone,I just want to be friends with this dog. Appears to be into the sports. A true brobean. 10/10 would introduce to mom https://t.co/1Z7Q6svWpe,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,1,0,0,10,10,None,Lakeland_terrier,0.303512
2527,6.74752E+17,Dogwithnoname,Unknown,12/10/2015,0:47,Twitter for iPhone,Everyone please just appreciate how perfect these two photos are. 12/10 for both https://t.co/rLf7asnHxO,https://pbs.twimg.com/media/CV0zkzEU4AAzLc5.jpg,2,1563,508,12,10,None,vizsla,0.665516
1979,8.70804E+17,Dogwithnoname,Unknown,6/3/2017,0:48,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,33511,6294,11,10,None,NaN,0
2304,6.70404E+17,Nigel,Male,11/28/2015,0:48,Twitter for iPhone,This is Nigel. He accidentally popped his ball after dunking so hard the backboard shattered. 10/10 great great pup https://t.co/vSd1TWFK1I,https://pbs.twimg.com/media/CU3AxW1WoAA3_35.jpg,1,454,171,10,10,None,pug,0.802223
3777,8.17171E+17,Tebow,Male,1/6/2017,0:49,Twitter for iPhone,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,1,9595,2293,13,10,None,golden_retriever,0.295483
3250,7.37446E+17,Dogwithnoname,Unknown,5/31/2016,0:49,Twitter for iPhone,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,https://pbs.twimg.com/media/CjvvHBwUoAE55WZ.jpg,1,11176,4986,13,10,floofer,Samoyed,0.400568
3224,7.31285E+17,Solomon,Male,5/14/2016,0:49,Twitter for iPhone,This is Solomon. He's a Beneroo Cumberflop. 12/10 would hug passionately https://t.co/5phLAnGPTP,https://pbs.twimg.com/media/CiYME3tVAAENz99.jpg,1,3764,1083,12,10,None,Pembroke,0.967103
2704,6.80913E+17,Griswold,Male,12/27/2015,0:49,Twitter for iPhone,Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,1,2585,696,11,10,None,Pomeranian,0.615678
7,6.66056E+17,Dogwithnoname,Unknown,11/16/2015,0:49,Twitter for iPhone,Here is a Siberian heavily armored polar bear mix. Strong owner. 10/10 I would do unspeakable things to pet this dog https://t.co/rdivxLiqEt,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1,0,0,10,10,None,chow,0.692517
1957,8.65007E+17,Nelly,Male,5/18/2017,0:50,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,28809,8090,13,10,None,Pembroke,0.989882
3813,8.22245E+17,Dogwithnoname,Unknown,1/20/2017,0:50,Twitter for iPhone,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,1,38472,11252,11,10,None,Samoyed,0.585441
3233,7.33822E+17,Moose,Male,5/21/2016,0:50,Twitter for iPhone,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,https://pbs.twimg.com/media/Ci8Pfg_UUAA2m9i.jpg,1,3977,1131,10,10,floofer,Lhasa,0.457356
3231,7.3346E+17,Hermione,Female,5/20/2016,0:51,Twitter for iPhone,This is Hermione. Her face is as old as time. Appears fluffy af tho. 11/10 pretty damn majestic https://t.co/0b41Q4DKCA,https://pbs.twimg.com/media/Ci3GDeyUoAAKOxn.jpg,1,0,0,11,10,None,chow,0.931275
2922,6.95409E+17,Bob,Male,2/5/2016,0:51,Twitter for iPhone,This is Bob. He just got back from his job interview and realized his ear was inside-out the whole time. 10/10 https://t.co/lORINwFXIV,https://pbs.twimg.com/media/CaaXN5LUYAEzAh-.jpg,1,9333,3972,10,10,None,pug,0.997445
1682,8.1391E+17,Chubbs,Male,12/28/2016,0:52,Twitter for iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,10229,2157,11,10,doggo,Siberian_husky,0.699355
2275,6.6968E+17,Shawwn,Male,11/26/2015,0:52,Twitter for iPhone,This is Shawwn. He's a Turkish Gangrene Robitussin. Spectacular tongue. Cranks out push-ups. 8/10 #NoDaysOff #swole https://t.co/IQFZKNUlXx,https://pbs.twimg.com/media/CUsuijgXAAE4pdi.jpg,1,702,309,8,10,None,dalmatian,0.141257
3888,8.3348E+17,Poppy,Female,2/20/2017,0:53,Twitter for iPhone,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3,16089,2326,13,10,None,golden_retriever,0.727039
3785,8.18259E+17,Florence,Male,1/9/2017,0:53,Twitter for iPhone,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,1,12088,2589,12,10,None,miniature_schnauzer,0.367368
3604,7.89268E+17,Stella,Female,10/21/2016,0:53,Twitter for iPhone,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,1,10097,2971,10,10,None,malamute,0.81286
3538,7.78397E+17,Dogwithnoname,Unknown,9/21/2016,0:53,Twitter for iPhone,RT @dog_rates: This is an East African Chalupa Seal. We only rate dogs. Please only send in dogs. Thank you... 10/10 https://t.co/iHe6liLwWR,https://pbs.twimg.com/media/CcG07BYW0AErrC9.jpg,1,0,13979,10,10,None,NaN,0
3207,7.28387E+17,Enchilada,Female,5/6/2016,0:53,Twitter for iPhone,"This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10 https://t.co/SiaiTWgsfP",https://pbs.twimg.com/media/ChvAQuMWMAAVaKD.jpg,1,3954,1063,12,10,None,collie,0.266414
2992,7.0157E+17,Yoda,Male,2/22/2016,0:53,Twitter for iPhone,This is Yoda. He's a Zimbabwean Rutabaga. Freaks out if u stop scratching his belly. Incredibly self-centered. 9/10 https://t.co/yVdMsVYHIx,https://pbs.twimg.com/media/Cbx6nz1WIAA0QSW.jpg,1,0,0,9,10,None,Yorkshire_terrier,0.90799
2652,6.7874E+17,Tango,Male,12/21/2015,0:53,Twitter for iPhone,Meet Tango. He's a large dog. Doesn't care much for personal space. Owner isn't very accepting. Tongue slip. 6/10 https://t.co/p2T5kGebxe,https://pbs.twimg.com/media/CWtede2WIAAF_AJ.jpg,1,4051,1905,6,10,None,beagle,0.0225251
30,6.66419E+17,Walter,Male,11/17/2015,0:53,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,126,47,10,10,None,toy_terrier,0.14968
4018,8.61384E+17,Hobbes,Male,5/8/2017,0:54,Twitter for iPhone,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,37388,11363,13,10,None,Cardigan,0.771008
3321,7.47594E+17,Dogwithnoname,Unknown,6/28/2016,0:54,Twitter for iPhone,Again w the sharks guys. This week is about dogs ACTING or DRESSING like sharks. NOT actual sharks. Thank u ...11/10 https://t.co/Ie2mWXWjpr,https://pbs.twimg.com/media/Cl_80k5WkAEbo9m.jpg,1,4018,1190,11,10,None,basenji,0.389136
3301,7.45057E+17,Oliver,Male,6/21/2016,0:54,Twitter for iPhone,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom https://t.co/BkgU3rrsXA,https://pbs.twimg.com/media/Clb5pLJWMAE-QS1.jpg,2,7852,2555,12,10,None,Shetland_sheepdog,0.963985
3241,7.35635E+17,Dakota,Male,5/26/2016,0:54,Twitter for iPhone,This is Dakota. He hasn't grow into his skin yet. 11/10 would squeeze softly https://t.co/IvFSlNXpgj,https://pbs.twimg.com/media/CjWANBlVAAAaN-a.jpg,1,0,0,11,10,None,pug,0.891871
2772,6.84538E+17,Dogwithnoname,Unknown,1/6/2016,0:54,Twitter for iPhone,"After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,1,0,0,12,10,None,Chihuahua,0.702583
2528,6.74754E+17,Dogwithnoname,Unknown,12/10/2015,0:54,Twitter for iPhone,Just received another perfect photo of dogs and the sunset. 12/10 https://t.co/9YmNcxA2Cc,https://pbs.twimg.com/media/CV01M3ZWIAAV7rv.jpg,1,0,0,12,10,None,NaN,0
2237,6.68956E+17,Leroi,Unknown,11/24/2015,0:54,Twitter for iPhone,This is a Slovakian Helter Skelter Feta named Leroi. Likes to skip on roofs. Good traction. Much balance. 10/10 wow! https://t.co/Dmy2mY2Qj5,https://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,1,0,0,10,10,None,cocker_spaniel,0.367492
3795,8.19347E+17,Anna,Unknown,1/12/2017,0:55,Twitter for iPhone,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg,3,0,0,12,10,None,Rottweiler,0.909106
3174,7.20415E+17,Dogwithnoname,Unknown,4/14/2016,0:55,Twitter for iPhone,Garden's coming in nice this year. 10/10 https://t.co/5Lra3e4rrw,https://pbs.twimg.com/media/Cf9tuHUWsAAHSrV.jpg,1,4453,1652,10,10,None,Rottweiler,0.990312
3147,7.16791E+17,Jennifur,Female,4/4/2016,0:55,Twitter for iPhone,Meet Jennifur. She's supposed to be navigating. Not even buckled up. Insubordinate &amp; churlish. 11/10 would still pet https://t.co/h0trcJohYO,https://pbs.twimg.com/media/CfKNvU8WsAAvI9Z.jpg,1,5160,1464,11,10,None,Pomeranian,0.468751
3009,7.03383E+17,Charlie,Male,2/27/2016,0:55,Twitter for iPhone,This is Charlie. He's a West Side Niddlewog. Mucho fluffy. 12/10 would pet so damn well https://t.co/B9dOrmnPVt,https://pbs.twimg.com/media/CcLq7ipW4AArSGZ.jpg,2,0,0,12,10,None,golden_retriever,0.945664
44,6.66782E+17,Octaviath,Unknown,11/18/2015,0:55,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,400,206,10,10,None,Italian_greyhound,0.618316
8,6.66057E+17,Dogwithnoname,Unknown,11/16/2015,0:55,Twitter for iPhone,My oh my. This is a rare blond Canadian terrier on wheels. Only $8.98. Rather docile. 9/10 very rare https://t.co/yWBqbrzy8O,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,304,144,9,10,None,golden_retriever,0.00795896
3958,8.47251E+17,Furzey,Male,3/30/2017,0:56,Twitter for iPhone,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1,21795,4736,12,10,None,Airedale,0.49538
3310,7.46507E+17,Shiloh,Female,6/25/2016,0:56,Twitter for iPhone,This is Shiloh. She did not pass the soft mouth egg test. 10/10 would absolutely still pet https://t.co/PlR6hjqvr5,https://pbs.twimg.com/media/Clwgf4bWgAAB15c.jpg,1,0,0,10,10,None,toy_poodle,0.508292
3222,7.30925E+17,Dogwithnoname,Unknown,5/13/2016,0:56,Twitter for iPhone,We only rate dogs. Pls stop sending non-canines like this Bulgarian Eyeless Porch Bear. This is unacceptable... 9/10 https://t.co/2yctWAUZ3Z,https://pbs.twimg.com/media/CiTEFjDXAAAqU6I.jpg,1,0,0,9,10,None,Newfoundland,0.0862411
3919,8.38916E+17,Dogwithnoname,Unknown,3/7/2017,0:57,Twitter for iPhone,RT @KibaDva: I collected all the good dogs!! 15/10 @dog_rates #GoodDogs https://t.co/6UCGFczlOI,https://pbs.twimg.com/media/C6RkiQZUsAAM4R4.jpg,2,0,37,15,10,None,NaN,0
3723,8.08838E+17,Ito,Unknown,12/14/2016,0:57,Twitter for iPhone,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,1,11142,3477,13,10,None,Rottweiler,0.36953
1341,7.58829E+17,Dogwithnoname,Female,7/29/2016,0:57,Twitter for iPhone,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,1,12256,4326,13,10,doggo,Chesapeake_Bay_retriever,0.480048
3047,7.06645E+17,Shadow,Female,3/7/2016,0:57,Twitter for iPhone,Meet Shadow. She's tired of the responsibilities associated with being a dog. No longer strives to attain ball. 9/10 https://t.co/cdOkfEpjFw,https://pbs.twimg.com/ext_tw_video_thumb/706644797256241152/pu/img/NTqvmIUQExGmKFSR.jpg,1,2784,1217,9,10,None,Chihuahua,0.132928
3562,7.82022E+17,Dogwithnoname,Female,10/1/2016,0:58,Twitter for iPhone,RT @dog_rates: This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5,https://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,1,0,7147,12,10,None,golden_retriever,0.383223
3487,7.70788E+17,Winston,Male,8/31/2016,0:58,Twitter for iPhone,This is Winston. His tongue has gone rogue. Doing him quite a frighten. 10/10 hang in there Winston https://t.co/d0QEbp78Yi,https://pbs.twimg.com/media/CrJjdZmXgAEWLSD.jpg,1,5443,1389,10,10,None,Bernese_mountain_dog,0.787812
3409,7.57742E+17,Leonard,Male,7/26/2016,0:58,Twitter for iPhone,This is Leonard. He hides in bushes to escape his problems. 10/10 relatable af https://t.co/TdyGTcX0uo,https://pbs.twimg.com/media/CoQKNY7XYAE_cuX.jpg,1,7536,3660,10,10,None,Old_English_sheepdog,0.128899
3178,7.21503E+17,Panda,Male,4/17/2016,0:58,Twitter for iPhone,This is Panda. He's happy af. 11/10 https://t.co/IOAk9i4UvE,https://pbs.twimg.com/media/CgNLS1PW8AAxWSN.jpg,3,5034,2095,11,10,None,Pomeranian,0.99775
3138,7.15342E+17,Oscar,Male,3/31/2016,0:58,Twitter for iPhone,This is Oscar. He's a world renowned snowball inspector. It's a ruff job but someone has to do it. 10/10 great guy https://t.co/vSufMAKm3C,https://pbs.twimg.com/media/Ce1oLNqWAAE34w7.jpg,1,0,0,10,10,None,West_Highland_white_terrier,0.597111
3096,7.10269E+17,Dogwithnoname,Unknown,3/17/2016,0:58,Twitter for iPhone,"The squad is back for St. Patrick's Day! ☘ 💚
13/10 for all https://t.co/OcCDb2bng5",https://pbs.twimg.com/media/Cdth_KyWEAEXH3u.jpg,1,2582,1241,13,10,None,pug,0.415495
4752,6.79828E+17,Dogwithnoname,Unknown,12/24/2015,0:58,Twitter for iPhone,Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,3,39291,15624,13,10,pupper,Chihuahua,0.346545
2396,6.71856E+17,Dogwithnoname,Unknown,12/2/2015,0:58,Twitter for iPhone,Remarkable dog here. Walks on back legs really well. Looks extra soft. 8/10 would cuddle with https://t.co/gpWLdbposg,https://pbs.twimg.com/media/CVLpciDW4AAleh-.jpg,1,0,0,8,10,None,NaN,0
3678,8.00141E+17,Peaches,Female,11/20/2016,0:59,Twitter for iPhone,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,3,16932,2939,13,10,None,golden_retriever,0.938048
3432,7.60641E+17,Theo,Male,8/3/2016,0:59,Twitter for iPhone,This is Theo. He can walk on water. Still coming to terms with it. 12/10 magical af https://t.co/8Kmuj6SFbC,https://pbs.twimg.com/media/Co5XExUWgAAL5L_.jpg,1,5417,1458,12,10,None,NaN,0
3213,7.29114E+17,Dogwithnoname,Unknown,5/8/2016,0:59,Twitter for iPhone,"""Challenge accepted""
10/10 https://t.co/vNjvr5Bl9u",https://pbs.twimg.com/media/Ch5U4FzXEAAShhF.jpg,2,2034,365,10,10,None,NaN,0
3210,7.28751E+17,Flurpson,Male,5/7/2016,0:59,Twitter for iPhone,This is Flurpson. He can't believe it's not butter. 10/10 https://t.co/XD3ort1PsE,https://pbs.twimg.com/media/Ch0LVPdW0AEdHgU.jpg,1,3009,751,10,10,None,Saint_Bernard,0.48205
2777,6.84902E+17,Perry,Male,1/7/2016,0:59,Twitter for iPhone,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,1,2028,601,11,10,None,Pembroke,0.708034
5981,8.3638E+17,Ava,Female,2/28/2017,1:00,Twitter for iPhone,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",https://pbs.twimg.com/media/C5trm6iWgAQ22Hw.jpg,1,0,0,12,10,pupper,NaN,0
3857,8.2877E+17,Alfie,Male,2/7/2017,1:00,Twitter for iPhone,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,1,0,0,13,10,None,Chesapeake_Bay_retriever,0.0338986
3781,8.17536E+17,Eugene,Unknown,1/7/2017,1:00,Twitter for iPhone,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu",https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg,2,0,0,12,10,None,pug,0.971358
3752,8.13188E+17,Dogwithnoname,Unknown,12/26/2016,1:00,Twitter for iPhone,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ,https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg,1,21865,5006,13,10,None,golden_retriever,0.888181
3634,7.93256E+17,Dogwithnoname,Unknown,11/1/2016,1:00,Twitter for iPhone,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,https://pbs.twimg.com/media/CwI2XCvXEAEO8mc.jpg,1,0,0,12,10,None,basset,0.207622
1491,7.82747E+17,Deacon,Male,10/3/2016,1:00,Twitter for iPhone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,1,8235,1580,11,10,doggo,golden_retriever,0.560699
3545,7.79123E+17,Reggie,Male,9/23/2016,1:00,Twitter for iPhone,This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,https://pbs.twimg.com/media/CtAAYizW8AAWzBZ.jpg,1,0,0,12,10,None,toy_poodle,0.43108
3413,7.58467E+17,Dogwithnoname,Unknown,7/28/2016,1:00,Twitter for iPhone,Why does this never happen at my front door... 165/150 https://t.co/HmwrdfEfUE,https://pbs.twimg.com/ext_tw_video_thumb/758467147756691456/pu/img/YTNzjRFDSPNXukmM.jpg,1,5262,2500,165,150,None,Labrador_retriever,0.436377
3355,7.50132E+17,Stewie,Male,7/5/2016,1:00,Twitter for iPhone,This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af https://t.co/dDx2gKefYo,https://pbs.twimg.com/media/CmkBKuwWgAAamOI.jpg,1,3951,1420,11,10,None,toy_poodle,0.478018
3293,7.43609E+17,Stark,Male,6/17/2016,1:00,Twitter for iPhone,Meet Stark. He just had his first ice cream cone. Got some on his nose. Requests your assistance. 10/10 would assist https://t.co/YwfN1lbpKA,https://pbs.twimg.com/media/ClHUkhQWAAAy7Yj.jpg,3,4862,1536,10,10,None,Weimaraner,0.982794
